10	6.3906e-5
19	8.0802e-5
37	0.000120643
72	0.000195432
139	0.000373351
268	0.000674813
518	0.001305196
1000	0.002665204
1931	0.005035211
3728	0.010199702
7197	0.020230977
13895	0.042100835
26827	0.09939317
51795	0.185788756
100000	0.384689712
