10	0.000485
19	0.001129
37	0.001379
71	0.001920
138	0.003459
268	0.006218
517	0.007418
1000	0.014484
1930	0.029978
3727	0.065298
7196	0.138524
13894	0.292647
26826	0.663982
51794	1.354518
100000	2.703720
