10	3.5673e-5
19	6.8137e-5
37	0.000144675
72	0.000305953
139	0.000666118
268	0.001374744
518	0.002005205
1000	0.004101302
1931	0.008667813
3728	0.021128731
7197	0.052654154
13895	0.112376683
26827	0.225654346
51795	0.478249628
100000	0.969746199
